Reporting Period,Project Number,Legacy Project Number,City,County,State,Zip Code,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Georeference
6/30/21,290188,,Purchase,Westchester,NY,10577,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2/5/21,2/25/21,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,23,16000,751,7.82,4933,,No,No,No,POINT (-73.713815 41.0353)
6/30/21,313740,,Kingston,Ulster,NY,12401,Residential,Residential/Small Commercial,PON 2112,Central Hudson Gas and Electric,Purchase,6/17/21,,Pipeline,,Delta Electronics,E4-TL-US [240V],1,JA Solar,JAM60S10-340/MR,12,27358,800,4.08,2728,,No,No,No,POINT (-74.029167 41.935005)
6/30/21,9361,4968-84518,Lindenhurst,Suffolk,NY,11757,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,12/17/15,12/14/16,Complete,Trinity Solar (dba for Trinity Heating and Air),SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-260PD05.08,20,18200,780,5.2,6682,No,No,No,No,POINT (-73.374734 40.690158)
6/30/21,61884,5098-89702,Smithtown,Suffolk,NY,11787,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,2/4/16,5/16/16,Complete,NRG Residential Solar Solutions,Enphase Energy,M215-60-2LL-S2X-IG,19,Canadian Solar,CS6P-260P,19,16473.9,958,4.79,5421,No,No,No,No,POINT (-73.208486 40.851681)
6/30/21,38701,4704-76817,Westbury,Nassau,NY,11590,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,10/7/15,5/23/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,16,23296,832,4.16,5343,No,No,No,No,POINT (-73.575268 40.75606)
6/30/21,304950,,Massapequa,Nassau,NY,11758,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/5/21,6/29/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],16,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,16,26600.48,,6.08,8007,,No,No,Yes,POINT (-73.460296 40.682417)
6/30/21,181208,,farmingdale,Suffolk,NY,11735,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/4/19,5/6/19,Complete,Sunrise Energy Corp.,Enphase Energy Inc.,IQ7-60-x-US [240V],21,"Jinko Solar Co., Ltd",JKM300M-60,21,31453,,6.3,8264,,No,No,Yes,POINT (-73.436991 40.727443)
6/30/21,260026,,Miller Place,Suffolk,NY,11764,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/26/20,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],44,"S-Energy Co., Ltd.",SD25-72BDE-385V,44,40541,,16.94,11162,,No,No,Yes,POINT (-72.987121 40.942532)
6/30/21,171180,,Staten Island,Richmond,NY,10301,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,3/28/19,4/9/19,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,LG Electronics Inc.,LG360Q1C-A5,14,21415,862,5.04,3885,,No,No,No,POINT (-74.094327 40.628276)
6/30/21,59064,5098-84351,Franklin Square,Nassau,NY,11010,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,12/17/15,3/10/16,Complete,NRG Residential Solar Solutions,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),18,LG Electronics Solar Cell Division,LG275S1C-B3,18,14850,733,4.95,4943,No,No,No,No,POINT (-73.675229 40.700894)
6/30/21,312484,,Staten Island,New York,NY,10310,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,6/11/21,,Pipeline,,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO-G6+ 350,12,16000,840,4.2,5465,,No,No,No,POINT (-74.115757 40.632051)
6/30/21,36674,4502-69233,Rocky Point,Suffolk,NY,11778,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,9/3/15,8/26/16,Complete,"You Save Green, Inc",SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG300N1C-G3,17,20940,765,5.1,6109,No,No,No,Yes,POINT (-72.933657 40.953638)
6/30/21,176408,,Melville,Suffolk,NY,11747,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/27/19,5/8/19,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE7600H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,21,27612.2,,7.56,7831,,No,No,Yes,POINT (-73.408441 40.788271)
6/30/21,8639,4355-77006-GJ,Levittown,Nassau,NY,11756,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,10/7/15,2/29/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,SunPower,SPR-E20-327,15,26574,755,4.91,5406,No,No,No,Yes,POINT (-73.517198 40.725845)
6/30/21,244927,,Brooklyn,New York,NY,11204,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,4/23/20,7/20/20,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,10,11283.2,640,3.2,3673,,No,No,No,POINT (-73.985272 40.618877)
6/30/21,66079,4704-946,Poughkeepsie,Dutchess,NY,12603,Residential,Residential/Small Commercial,PON 2112,Central Hudson Gas and Electric,Purchase,9/16/16,11/23/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-265PD05.18,14,15804.6,965,3.71,2876,No,No,No,No,POINT (-73.875108 41.676409)
6/30/21,68604,,Sayville,Suffolk,NY,11782,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/31/16,1/25/17,Complete,EmPower Solar,SunPower,SPR-X21-345-C-AC,24,SunPower,SPR-X21-345-C-AC,24,33210.89,,8.28,7375,,No,No,Yes,POINT (-73.080099 40.735726)
6/30/21,174935,,Bronx,Bronx,NY,10466,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,2/13/19,4/2/19,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,REC Solar,REC290TP2 BLK,14,17755,755,4.06,3421,,No,No,No,POINT (-73.846822 40.891057)
6/30/21,304137,,Levittown,Nassau,NY,11756,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/5/21,6/22/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],23,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,23,44219.95,,8.74,9852,,No,No,Yes,POINT (-73.517198 40.725845)
6/30/21,283116,,Jefferson Valley-Yorktown,Westchester,NY,10535,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,1/15/21,4/26/21,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7-60-x-US [240V],9,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-310M,9,9898,558,2.79,2686,,No,No,No,POINT (-73.799892 41.334599)
6/30/21,271856,,Islandia,Suffolk,NY,11749,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/25/20,3/3/21,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],23,Solaria Corporation,Solaria PowerXT-370R-PD,23,24500,,8.51,7753,,No,No,Yes,POINT (-73.173128 40.807149)
6/30/21,278700,,Baldwin,Nassau,NY,11510,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/4/20,3/31/21,Complete,NY State Solar (dba for NYSS LLC),Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],22,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,22,32254.38,,8.36,9761,,No,No,Yes,POINT (-73.609748 40.654614)
6/30/21,289470,,Medford,Suffolk,NY,11763,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/24/21,6/10/21,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US-& [240V],30,REC Solar,REC360AA Black,30,35576,,10.8,9941,,No,No,Yes,POINT (-72.982416 40.822436)
6/30/21,36247,4704-66697,Babylon,Suffolk,NY,11702,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,6/11/15,8/18/15,Complete,Tesla Energy Operations Inc.,SolarEdge Technologies,SE6000 (240V) w/ -ER-US or A-US,1,Trina Solar,TSM-255PD05.18,25,35728,944,6.38,6586,No,No,No,No,POINT (-73.380416 40.653301)
6/30/21,54509,4160-68605,Lindenhurst,Suffolk,NY,11757,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,8/12/15,12/21/15,Complete,"Energy By Choice, Ltd.",SMA America,SB3800TL-US-22 (240V),1,SunPower,SPR-327NE-WHT-D,13,21778,561,4.25,3970,No,No,No,Yes,POINT (-73.374734 40.690158)
6/30/21,278170,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,12/4/20,2/17/21,Complete,SunPower Capital LLC,SunPower,SPR-X22-360-E-AC [208V],12,Sunpower,SPR-X22-360-E-AC,12,17064,864,4.32,4444,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,256084,,Rosedale,Queens,NY,11422,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,8/4/20,9/2/20,Complete,Momentum Solar (dba for Pro Custom Solar LLC),Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],10,LG Electronics Inc.,LG350N1C-V5,10,14875,700,3.5,4122,,No,No,No,POINT (-73.73468 40.663668)
6/30/21,182197,,BROOKLYN,Kings,NY,11234,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,4/25/19,6/28/19,Complete,SunRun Inc.,Enphase Energy Inc.,IQ6PLUS-72-x-US [240V],9,LG Electronics Inc.,LG335N1C-A5,9,18662.88,696,3.02,3135,,No,No,No,POINT (-73.919271 40.615992)
6/30/21,82076,,New City,Rockland,NY,10956,Residential,Residential/Small Commercial,PON 2112,Orange and Rockland Utilities,Lease,3/22/17,5/16/17,Complete,SunRun Inc.,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,Hyundai Heavy Industries Green Energy Co.,HiS-S280RG(BK),14,11850.16,909,3.92,2988,,No,No,No,POINT (-73.995074 41.15036)
6/30/21,77677,,Jamaica,Queens,NY,11427,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,1/12/17,2/2/17,Complete,SunRun Inc.,Enphase Energy,M215-60-2LL-S2X-IG,9,Trina Solar,TSM-265PD05.08,9,9115.47,954,2.39,2931,,No,No,No,POINT (-73.749551 40.729539)
6/30/21,297315,,Brooklyn,Kings,NY,11212,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,3/17/21,5/10/21,Complete,SunRun Inc.,Delta Electronics,M4-TL-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPB-315M,15,9453,945,4.73,5241,,No,No,No,POINT (-73.913254 40.661868)
6/30/21,215541,,W Babylon,Suffolk,NY,11704,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/7/19,2/21/20,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],16,"S-Energy Co., Ltd.",SN360M-10,16,23847,,5.76,6871,,No,No,Yes,POINT (-73.35823 40.718568)
6/30/21,268911,,Brooklyn,Kings,NY,11218,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,10/14/20,3/11/21,Complete,SunPower Capital LLC,SunPower,SPR-E20-327-E-AC [240V],15,Sunpower,SPR-E20-327-E-AC,15,24253.64,981,4.91,5697,,No,No,No,POINT (-73.976298 40.643629)
6/30/21,40828,4704-80866,Valley Cottage,Rockland,NY,10989,Residential,Residential/Small Commercial,PON 2112,Orange and Rockland Utilities,Lease,11/12/15,1/14/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Hanwha Q-Cells,Q.PRO-G4/SC 260,14,20384,874,3.64,4660,No,No,No,No,POINT (-73.941197 41.122839)
6/30/21,266016,,Queens,Queens,NY,11415,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,10/6/20,11/16/20,Complete,SunRun Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],11,LG Electronics Inc.,LG345N1C-V5,11,9008,759,3.8,4561,,No,No,No,POINT (-73.829763 40.708934)
6/30/21,299915,,Bronx,Bronx,NY,10469,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,3/31/21,5/4/21,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],8,LG Electronics Inc.,LG350N1C-V5,8,10276,560,2.8,3717,,No,No,No,POINT (-73.847397 40.86878)
6/30/21,45059,4944-94870,West Babylon,Suffolk,NY,11704,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,4/7/16,11/15/16,Complete,SunRun Inc.,Enphase Energy,M250-60-2LL-S2X (-ZC) (-NA) (240V),25,Canadian Solar,CS6P-265P,25,13466,967,6.63,6686,No,No,No,No,POINT (-73.35823 40.718568)
6/30/21,147005,,Queens,Queens,NY,11413,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,8/9/18,8/28/18,Complete,Venture Home Solar LLC,SunPower,SPR-X22-360-D-AC [208V],4,SunPower,SPR-X22-360-D-AC,4,6523.2,432,1.44,1867,,No,No,No,POINT (-73.750319 40.672267)
6/30/21,259916,,Jamaica,Queens,NY,11434,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,8/28/20,10/27/20,Complete,SunPower Capital LLC,SunPower,SPR-E20-327-E-AC [208V],11,Sunpower,SPR-E20-327-E-AC,11,17406,719,3.6,3926,,No,No,No,POINT (-73.775656 40.676003)
6/30/21,115335,,WHITE PLAINS,Westchester,NY,10603,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,5/19/18,9/24/18,Complete,Vivint Solar Development LLC,Enphase Energy Inc.,IQ6-60-x-US [240V],20,"JA Solar Technology Co, Ltd",JAM60S02-290/PR,20,28860,922,5.8,4006,,No,No,No,POINT (-73.777471 41.054753)
6/30/21,116083,,STATEN ISLAND,Richmond,NY,10304,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,3/27/18,4/26/18,Complete,Sunnova Energy Corp.,Enphase Energy Inc.,IQ6-60-x-US [240V],8,"Jinko Solar Co.,Ltd.",JKM285M-60H,8,7326,693,2.28,2339,,No,No,No,POINT (-74.092177 40.606587)
6/30/21,63524,4704-94937XX,Massapequa,Nassau,NY,11758,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,4/7/16,4/28/17,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,REC Solar,REC260PE Z-LINK,14,16926,728,3.64,4901,No,No,No,No,POINT (-73.460296 40.682417)
6/30/21,51079,4355-96014,Rocky Point,Suffolk,NY,11778,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,4/15/16,8/26/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE3000 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG365N2W-B3,10,14807,489,3.65,3191,No,No,No,No,POINT (-72.933657 40.953638)
6/30/21,281555,,Bronx,Bronx,NY,10463,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,12/30/20,,Pipeline,,SunPower,SPR-X22-360-E-AC [208V],11,Sunpower,SPR-X22-360-E-AC,11,22031.34,792,3.96,3547,,No,No,No,POINT (-73.907189 40.881792)
6/30/21,9457,5159-84281,Elmont,Nassau,NY,11003,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Power Purchase Agreement,1/15/16,4/18/16,Complete,Level Solar,SolarEdge Technologies,SE3800 (240V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG300N1C-B3,13,19028.1,780,3.9,4842,No,No,No,No,POINT (-73.705417 40.699473)
6/30/21,273129,,Queens,Queens,NY,11367,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,11/3/20,,Pipeline,,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,"LONGi Green Energy Technology Co., Ltd.",LR6-60HPH-320M,11,11436.48,704,3.52,3854,,No,No,No,POINT (-73.824338 40.729914)
6/30/21,186984,,Yonkers,Westchester,NY,10701,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,5/23/19,6/24/19,Complete,Long Island Power Solutions,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],8,LG Electronics Inc.,LG360Q1C-A5,8,15600,864,2.88,3143,,No,No,No,POINT (-73.881102 40.944049)
6/30/21,9228,4355-82286-GJ,Patchogue,Suffolk,NY,11772,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,11/30/15,10/27/16,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies,SE3000 (208V) w/ -ER-US or A-US,1,LG Electronics Solar Cell Division,LG360N2W-B3,10,17307,720,3.6,4585,No,No,No,Yes,POINT (-72.995552 40.76922)
6/30/21,117941,,Flushing,Queens,NY,11358,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,5/13/18,9/28/18,Complete,Sunnova Energy Corp.,Enphase Energy Inc.,IQ6-60-x-US [208V],14,"LONGi Green Energy Technology Co., Ltd.",LR6-60-285M,14,13770.5,874,3.99,3994,,No,No,No,POINT (-73.796208 40.760971)
6/30/21,63809,4704-96234,Franklin Square,Nassau,NY,11010,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Lease,4/27/16,5/24/17,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,15,18135,616,3.9,4321,No,No,No,No,POINT (-73.675229 40.700894)
6/30/21,264537,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,9/25/20,11/16/20,Complete,SUNCO CAPITAL LLC,Enphase Energy Inc.,IQ7-60-x-ACM-US [208V],13,Hanwha Q CELLS,Q.PEAK DUO BLK-G5 320,13,47466,458,4.16,3078,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,237261,,Brooklyn,New York,NY,11235,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,2/21/20,4/1/20,Complete,SunRun Inc.,SolarEdge Technologies Ltd.,SE3000H-US [240V],1,Canadian Solar Inc.,CS6K-305MS,10,10113.8,610,3.05,3625,,No,No,No,POINT (-73.950101 40.584205)
6/30/21,240613,,Queens,Queens,NY,11365,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,3/14/20,7/15/20,Complete,Venture Home Solar LLC,Enphase Energy Inc.,IQ7-60-x-US [208V],14,LG Electronics Inc.,LG350N1C-V5,14,18865,980,4.9,5558,,No,No,No,POINT (-73.793039 40.739381)
6/30/21,213161,,Dix Hills,Suffolk,NY,11746,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/23/19,12/3/19,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],14,"S-Energy Co., Ltd.",SN360M-10,14,20746.34,,5.04,3314,,No,No,Yes,POINT (-73.364729 40.815715)
6/30/21,279400,,Springfield Gardens,Queens,NY,11413,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,12/10/20,2/8/21,Complete,SunPower Capital LLC,SunPower,SPR-E20-327-E-AC [240V],15,Sunpower,SPR-E20-327-E-AC,15,48452.75,981,4.91,5564,,No,No,No,POINT (-73.750319 40.672267)
6/30/21,47618,4154-0226-Financing,East Islip,Suffolk,NY,11730,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,7/11/16,10/28/16,Complete,Green Logic LLC,SMA America,SB7700TL-US-22-240V,2,SunPower,SPR-E20-327,32,41245,,10.46,11531,No,No,No,Yes,POINT (-73.177675 40.729397)
6/30/21,311562,,Brooklyn,Kings,NY,11236,Residential,Residential/Small Commercial,PON 2112,Central Hudson Gas and Electric,Purchase,6/4/21,,Pipeline,,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],3,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,3,4845,399,1.14,1478,,No,No,No,POINT (-73.902635 40.640299)
6/30/21,46750,5405-0108-Financing,Holtsville,Suffolk,NY,11742,Residential,Residential/Small Commercial,PON 2112LI,Long Island Power Authority,Purchase,6/3/16,8/10/16,Complete,Green Audit USA,Enphase Energy,S280-60-LL-X (240Vac),24,LG Electronics Solar Cell Division,LG320N1C-G4,24,26715,,7.68,8988,No,No,No,Yes,POINT (-73.042269 40.813075)
6/30/21,233685,,Massapequa,Nassau,NY,11758,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/31/20,9/15/20,Complete,Hytech Solar Inc,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],19,"S-Energy Co., Ltd.",SN370M-10T,19,36747,,7.03,8620,,No,No,Yes,POINT (-73.460296 40.682417)
6/30/21,2343,17942-36,Bearsville,,NY,12409,Residential,Residential/Small Commercial,ARRA Projects,Central Hudson Gas and Electric,,12/19/11,12/19/11,Complete,Hudson Valley Clean Energy,SunPower,SPR-5000m (240V),3,SunPower,SPR-240E-WHT-D,45,,,10.8,9163,,No,No,No,POINT (-74.172626 42.047362)
6/30/21,65334,4704-100821,Troy,Rensselaer,NY,12180,Residential,Residential/Small Commercial,PON 2112,National Grid,Lease,7/11/16,8/29/16,Complete,Tesla Energy Operations Inc.,ABB,PVI-3.0-OUTD-S-US-Z-A (240V),1,Trina Solar,TSM-260PD05.18,13,15717,892,3.38,3437,No,No,No,No,POINT (-73.637848 42.736751)
6/30/21,121937,,Bellmore,Nassau,NY,11710,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/8/18,8/2/18,Complete,"SuNation Solar Systems, Inc.",SolarEdge Technologies Ltd.,SE5000H-US [240V],1,Silfab,SLG370M,16,20838.4,,5.92,7341,,No,No,Yes,POINT (-73.534468 40.677262)
6/30/21,165536,,Middletown,Orange,NY,10940,Residential,Residential/Small Commercial,PON 2112,Orange and Rockland Utilities,Lease,12/11/18,1/31/19,Complete,SunRun Inc.,SMA America,SB3.0-1SP-US-40 [240V],1,REC Solar,REC290TP2 BLK,10,8840,690,2.9,2458,,No,No,No,POINT (-74.454318 41.447563)
6/30/21,302784,,Brooklyn,Kings,NY,11203,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Lease,4/28/21,,Pipeline,,SolarEdge Technologies Ltd.,SE3800H-US [208V],1,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,12,18156,816,4.08,4279,,No,No,No,POINT (-73.933487 40.649707)
6/30/21,72853,,Mineola,Nassau,NY,11501,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/21/16,2/15/17,Complete,Grid City Electric Corp,SolarEdge Technologies,SE5000 (240V) w/ -ER-US or A-US,1,Hyundai Heavy Industries,HiS-S260RG(BK),23,23920,,5.98,7380,,No,No,Yes,POINT (-73.639378 40.747079)
6/30/21,251595,,Old Bethpage,Nassau,NY,11804,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/27/20,10/12/20,Complete,"SuNation Solar Systems, Inc.",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],28,CertainTeed,CT390HC11-04,28,36667,,10.92,9342,,No,No,Yes,POINT (-73.455212 40.762912)
6/30/21,281716,,Port Chester,Westchester,NY,10573,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Power Purchase Agreement,12/23/20,3/10/21,Complete,"IGS Solar, LLC",Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],19,LG Electronics Inc.,LG350N1C-V5,19,22011.49,825,6.65,5428,,No,No,No,POINT (-73.675373 41.013901)
6/30/21,207815,,Brooklyn,New York,NY,11236,Residential,Residential/Small Commercial,PON 2112,Consolidated Edison,Purchase,8/14/19,10/10/19,Complete,Amergy Solar Inc.,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],7,Canadian Solar Inc.,CS6K-305MS,7,7388.89,640,2.14,2393,,No,No,No,POINT (-73.902635 40.640299)
